,year,date,statefips,countyfips,pm_max_pred,pm_med_pred,pm_mean_pred,pm_pop_pred
278,2001,2001-01-01,8,8125,15.560663,14.936427,14.936427,14.988576159
279,2001,2001-01-01,9,9001,7.055136,6.2714295,6.2672924143,6.2848615899
280,2001,2001-01-01,9,9003,7.688013,6.368679,6.4191652545,6.4353140477
281,2001,2001-01-01,9,9005,6.47763,5.285997,5.4864544902,5.5464403945
282,2001,2001-01-01,9,9007,8.027835,7.342472,7.1999164167,7.1814694613
283,2001,2001-01-01,9,9009,8.41121,7.723874,7.5592843175,7.5689146113
284,2001,2001-01-01,9,9011,6.440589,5.797197,5.7781693538,5.7830856028
285,2001,2001-01-01,9,9013,6.398299,6.189962,6.0850485517,6.0536696555
286,2001,2001-01-01,9,9015,5.754995,5.262512,5.33486256,5.3387777342
287,2001,2001-01-01,10,10001,9.649607,9.485277,9.4657574375,9.4719092634
288,2001,2001-01-01,10,10003,11.624079,10.9283795,10.849504631,10.71205566
289,2001,2001-01-01,10,10005,11.171963,10.031874,9.8818629434,10.033461074
290,2001,2001-01-01,11,11001,12.385951,11.966009,11.931127017,11.904106268
291,2001,2001-01-01,12,12001,20.32272,19.86928,19.689783929,19.657539361
292,2001,2001-01-01,12,12003,18.296311,16.924896,17.13191575,17.152768735
293,2001,2001-01-01,12,12005,15.377054,13.020322,13.06756814,13.303810666
294,2001,2001-01-01,12,12007,19.389036,19.0428425,19.11166025,19.093252692
295,2001,2001-01-01,12,12009,15.707184,13.306843,13.542762876,13.587837769
296,2001,2001-01-01,12,12011,17.83372,13.718296,13.772618393,13.942002866
297,2001,2001-01-01,12,12013,16.326424,16.003839,16.059760333,16.142317082
298,2001,2001-01-01,12,12015,16.791721,16.3540175,16.297316447,16.319350514
299,2001,2001-01-01,12,12017,15.971009,14.316698,14.33042137,14.21033155
300,2001,2001-01-01,12,12019,20.565657,19.9633825,19.804581167,19.874702863
301,2001,2001-01-01,12,12021,17.693675,15.560589,15.698392164,15.900270366
302,2001,2001-01-01,12,12023,18.139641,17.8290775,17.704766917,17.651756273
303,2001,2001-01-01,12,12027,17.005791,15.673604,15.781979111,15.58457839
304,2001,2001-01-01,12,12029,17.814577,17.003869,16.537196333,16.813704161
305,2001,2001-01-01,12,12031,20.620089,18.940863,18.77816759,18.751163909
306,2001,2001-01-01,12,12033,11.240667,10.737839,10.635343972,10.667959472
307,2001,2001-01-01,12,12035,17.586969,15.9332775,15.99013185,16.127110561
308,2001,2001-01-01,12,12037,16.321764,14.64962,14.36279275,14.851245235
309,2001,2001-01-01,12,12039,18.97916,18.179352,17.978897222,17.940879101
310,2001,2001-01-01,12,12041,18.384033,18.180915,18.183605,18.203151636
311,2001,2001-01-01,12,12043,16.187377,15.858886,15.159277,15.497761841
312,2001,2001-01-01,12,12045,15.859448,14.084035,14.435585667,14.877362703
313,2001,2001-01-01,12,12047,16.839765,16.30522,16.369674333,16.290723612
314,2001,2001-01-01,12,12049,17.400129,16.4368425,16.397569833,16.404483532
315,2001,2001-01-01,12,12051,18.700651,16.894132,16.999660286,17.089907371
316,2001,2001-01-01,12,12053,17.168188,15.3943215,15.370479182,15.3679234
317,2001,2001-01-01,12,12055,15.049952,14.243844,14.128251963,14.13862949
318,2001,2001-01-01,12,12057,21.569277,20.2445585,20.078657753,20.038447948
319,2001,2001-01-01,12,12059,14.357198,13.6252035,13.63174375,13.69405134
320,2001,2001-01-01,12,12061,12.206902,10.7899975,10.795879433,10.895667078
321,2001,2001-01-01,12,12063,15.573147,14.770808,14.816934545,14.884864814
322,2001,2001-01-01,12,12065,17.359358,16.229201,16.459885667,16.431109853
323,2001,2001-01-01,12,12067,18.996513,18.5548835,18.5548835,18.681447445
324,2001,2001-01-01,12,12069,18.198762,17.54431,17.416942696,17.302003582
325,2001,2001-01-01,12,12071,16.333544,15.6048915,15.572017277,15.555522441
326,2001,2001-01-01,12,12073,19.414252,18.828491,18.633823044,18.584048118
327,2001,2001-01-01,12,12075,17.496125,16.2577,15.622026111,15.910825987
328,2001,2001-01-01,12,12077,17.919904,17.3254915,17.3254915,17.030523623
329,2001,2001-01-01,12,12079,16.988355,16.512486,16.5262502,16.574527652
